BCUTc-1l	0.016665060801178248
maxsOH	0.01576913442701759
SHsOH	0.01557734329489456
maxssO	0.014409041456709674
MDEC-23	0.013990065932628028
LipoaffinityIndex	0.013058505631691074
maxHsOH	0.012759838295744959
minHsOH	0.012749715609022282
minsOH	0.011530104639392195
MLFER_A	0.011522080468705157
VABC	0.008494044304689006
nHBAcc	0.008423782759235304
MLogP	0.00809244707507771
CrippenMR	0.007769674832293224
ATSp1	0.007397644377248685
nC	0.007308802723689713
ATSp2	0.007304804534760695
fragC	0.0066559623638845905
apol	0.006327611559398411
BCUTc-1h	0.0062901600061642405
